OBJECTID,Join_Count,TARGET_FID,FIN,ACRES,SHORELINE_MILES,WATER,WATER_SYSTEM_NAME,WATER_SYSTEM_ID,SOURCE_NAME,PRINCIPAL_COUNTY_SERVED,FACILITY_ID,WATER_SYSTEM_TYPE,ADDITIONAL_REG_AGENCY,CONTACT_NAME,CONTACT_PHONE,POPULATION_SERVED,SOURCE_TYPE,SHAPE__Area,SHAPE__Length
86,1,5678,H-320-3-P99C,0.600000000000000,0.100000000000000,New Reservoir,FORT EDWARD VILLAGE,NY5700119,NEW RESERVOIR (BACKUP SOURCE),WASHINGTON,2571993.000000000000000,C, ,"STIMPSON, KEVIN",518-747-6432,3152.000000000000000,IN,4720.503906250000000,310.067100771879950
87,8,5729,ONT,170880.100000000005821,217.099999999999994,Lake Ontario,LONG POINT STATE PARK - JEFFERSON CTY,NY2211795,SURFACE INTAKE-LAKE ONTARIO,JEFFERSON,2571177.000000000000000,NC, ,"NYS OFFICE OF PARKS, RECREATION",315-482-3331,360.000000000000000,IN,1335426321.968750000000000,485618.525428128137719
88,1,5820,E-50-5-P160K,17.400000000000002,0.900000000000000,Brocton Reservoir,BROCTON VILLAGE,NY0600353,SLIPPERY ROCK RESERVOIR,CHAUTAUQUA,2570838.000000000000000,C, ,VILLAGE OF BROCTON MAYOR,716-792-4169,5185.000000000000000,IN,128400.585937500000000,1917.754946341922277
89,1,6320,H-343-P114,45.399999999999999,2.700000000000000,Keenan Reservoir,GLENS FALLS CITY,NY5600104,KEENAN RESERVOIR,WARREN,2571905.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"GURZLER, STEVE",518-761-3850,14000.000000000000000,IN,347339.085937500000000,6025.667125915293582
90,1,6458,C-15-5-P5064,69.700000000000003,2.200000000000000,Mead Reservoir,PLATTSBURGH CITY,NY0900217,MEAD RESERVOIR,CLINTON,2570871.000000000000000,C, ,"KASPRZAK, DONALD",518-563-7701,24173.000000000000000,IN,558728.968750000000000,5027.006563876321707
91,1,6511,C-134-4-19-P5349,32.299999999999997,2.400000000000000,Unnamed Water,GLENS FALLS CITY,NY5600104,HALFWAY BROOK RESERVOIR,WARREN,2571903.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"GURZLER, STEVE",518-761-3850,14000.000000000000000,IN,247118.382812500000000,5285.198372593179556
92,2,6814,C-15-5-3-P27,40.700000000000003,1.700000000000000,Patterson Reservoir,PLATTSBURGH CITY,NY0900217,SARANAC RIVER,CLINTON,2570872.000000000000000,C, ,"KASPRZAK, DONALD",518-563-7701,24173.000000000000000,IN,326632.843750000000000,3755.642544822897889
93,1,6863,H-354-A-P115,37.800000000000004,2.000000000000000,Lake Bonita,MT. MCGREGOR CORR. FACILITY,NY4510444,LAKE BONITA,SARATOGA,2571443.000000000000000,C, ,"GUNDERSON, CHRIS",518-587-3960,900.000000000000000,IN,288471.367187500000000,4428.299501465784488
94,1,7044,SL-25-7-P1-3-P50,0.900000000000000,0.200000000000000,Carthage Reservoir,CARTHAGE VILLAGE,NY2202334,BELFORT RESERVOIR,JEFFERSON,2593253.000000000000000,C, ,CARTHAGE MAYOR AND VILLAGE BOARD,315-493-1061,3600.000000000000000,IN,7126.351562500000000,433.323533886163887
95,1,7076,H-221-4-35-PN292,7.500000000000000,0.500000000000000,Delanson Reservoir,DELANSON VILLAGE WATER WORKS,NY4600064,DELANSON RESERVOIR,SCHENECTADY,2571448.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"BURNS, SALLY",518-895-2100,428.000000000000000,IN,56409.007812500000000,1026.932736732383773
96,1,7229,H-71-P200,42.100000000000001,2.500000000000000,Bog Meadow Pond,HIGHLAND FALLS VILLAGE,NY3503532,HIGHLAND BROOK,ORANGE,2571308.000000000000000,C, ,HIGHLAND FALLS MAYOR & VILLAGE BOARD,845-446-3400,4400.000000000000000,IN,302824.449218750000000,5364.509088110508856
97,1,7390,H-208-4-PN152B,9.500000000000000,0.900000000000000,Coxsackie Reservoir,COXSACKIE VILLAGE,NY1900027,CLIMAX RESERVOIR,GREENE,2571050.000000000000000,C, ,"HEBERT, DAVE",518-731-2626,4010.000000000000000,IN,70415.746093750000000,1902.217801163755666
98,1,7391,H-P6509,8.000000000000000,0.900000000000000,Unnamed Water,SUNNY HILL RESORT,NY1904281,SURFACE SOURCE,GREENE,2576526.000000000000000,NC, ,"NICHOLSEN, GARY", ,275.000000000000000,IN,59281.113281250000000,2059.251430540096862
99,1,7395,H-193-9-2-P925A,53.700000000000003,2.600000000000000,Potic Reservoir,CATSKILL VILLAGE,NY1900026,POTIC RESERVOIR,GREENE,2571048.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"O'CONNOR, LEWIS",518-943-5505,8000.000000000000000,IN,398456.820312500000000,5770.524062874032097
100,1,7452,C-15-60-P91,21.000000000000000,1.600000000000000,Ray Brook Pond,ADIRONDACK CORRECTIONAL FAC WS,NY1510497,RAY BROOK IMPOUNDMENT - EMERGENCY USE,ESSEX,2570969.000000000000000,C, ,"BISCEGLIA, LEO",518-891-1343,2400.000000000000000,IN,166044.042968750000000,3538.746933291848109
101,1,7455,H-P204,13.000000000000000,0.600000000000000,Lusk Reservoir,U.S.M.A. - LUSK SYSTEM,NY3511887,"LUSK RES, FROM QUEENSBORO,STILWELL,MINE",ORANGE,2575868.000000000000000,C, ,"SANDBORNE, JEFF",845-938-5041,8000.000000000000000,IN,93486.558593750000000,1368.145970774551870
102,1,7519,H-103-6-P413,1.900000000000000,0.300000000000000,Unnamed Water,MARLBOROUGH WATER DISTRICT,NY5503377,RESERVOIR,ULSTER,2571591.000000000000000,C, ,MARLBOROUGH TOWN SUPERVISOR, ,3248.000000000000000,IN,13754.433593750000000,719.009571946055416
103,1,7536,H-31-2-P42B,14.500000000000000,0.900000000000000,Indian Brook Reservoir,OSSINING WATER DEPARTMENT,NY5903451,INDIAN BROOK RESERVOIR,WESTCHESTER,2572018.000000000000000,C, ,"LEINS, RICHARD A.",914-941-3554,30000.000000000000000,IN,103795.578125000000000,1962.858341351381796
104,1,7610,NJ-13-2-P1021C,113.400000000000006,2.300000000000000,Sterling Forest Lake,BLUE LAKE,NY3512132,BLUE LAKE,ORANGE,2571332.000000000000000,C,PUBLIC SERVICE COMMISSION,"ENGELKING, JOSHUA",845-920-1034,1850.000000000000000,IN,811285.839843750000000,4980.343776341896046
105,1,7612,NJ-13-P1025,293.699999999999989,4.100000000000000,Sterling Lake,STERLING LAKE,NY3512133,STERLING LAKE,ORANGE,2571333.000000000000000,C,PUBLIC SERVICE COMMISSION,"ENGELKING, JOSHUA",845-920-1034,225.000000000000000,IN,2103288.128906250000000,8888.380814605454361
106,1,7625,H-83-P215B,1.600000000000000,0.300000000000000,Unnamed Water,COLD SPRING VILLAGE,NY3903652,FOUNDRY BROOK RESERVOIR,PUTNAM,2571372.000000000000000,C, ,"PHILLIPS, GREGORY R.",845-265-7986,2666.000000000000000,IN,11216.539062500000000,537.659567056803667
107,1,7640,C-134-4-14-P424,39.100000000000001,1.800000000000000,Dolph Pond,GREAT MEADOW/WASHINGTON CORR. FACILITIES,NY5704191,DOLPH POND - 210 MG/160 MG USEABLE,WASHINGTON,2571999.000000000000000,C, ,"LACHAPELLE, DARRELL J.",518-639-5516,3802.000000000000000,IN,300706.488281250000000,3920.121494266130867
108,1,7704,C-134-4-19-19-P452,87.500000000000000,2.600000000000000,Butler Pond,GLENS FALLS CITY,NY5600104,BUTLER RESERVOIR,WARREN,2588863.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"GURZLER, STEVE",518-761-3850,14000.000000000000000,IN,670488.632812500000000,5666.323809696570606
109,1,7753,H-260-2-P1081,1.300000000000000,0.200000000000000,Unnamed Water,MECHANICVILLE CITY,NY4500166,TERMINAL RESERVOIR (2.5 MG CAPACITY),SARATOGA,2571435.000000000000000,C, ,MECHANICVILLE MAYOR AND COMMON COUNCIL,518-664-9884,5200.000000000000000,IN,9556.386718750000000,456.709012371550102
110,1,7853,C-134-4-19-P455A,15.300000000000001,1.000000000000000,Wilkie Reservoir,GLENS FALLS CITY,NY5600104,WILKIE RESERVOIR,WARREN,2571904.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"GURZLER, STEVE",518-761-3850,14000.000000000000000,IN,117437.796875000000000,2131.231621866425485
111,1,7940,ONT-117-P30,2.600000000000000,0.300000000000000,Unnamed Water,WARSAW VILLAGE,NY6000618,RAW WATER RESERVOIR,WYOMING,2622940.000000000000000,C, ,"ROBINSON, JOE",585-786-2120,3850.000000000000000,IN,19446.488281250000000,574.251290676067015
112,6,8210,ONT,123434.199999999997090,130.199999999999989,Lake Ontario,WOLCOTT VILLAGE,NY5801245,LAKE ONTARIO,WAYNE,2572011.000000000000000,C, ,"BAKER, GARY",315-594-9501,2200.000000000000000,IN,944090237.820312500000000,287966.345954797056038
113,38,8212,ONT,4866834.200000000186265,1904.400000000000091,Lake Ontario,NEW YORK POWER AUTHORITY - MASSENA(T),NY4421262,SURFACE-ST LAWRENCE RIVER,ST LAWRENCE,2571430.000000000000000,NTNC, ,NEW YORK POWER AUTHORITY,315-764-0226,200.000000000000000,IN,37641537631.726562500000000,4269102.322397431358695
114,1,8242,H-31-P44-23-P67-10-P74,166.500000000000000,2.200000000000000,Lake Gleneida,CARMEL WD 2,NY3903641,LAKE GLENEIDA,PUTNAM,2571367.000000000000000,C, ,CARMEL TOWN SUPERVISOR,845-628-1500,5000.000000000000000,IN,1199877.738281250000000,4827.338025900897264
115,1,8324,H-240-82-147B-1-P655B,0.446945330000000,0.122525080000000,Tannersville Reservoir,TANNERSVILLE VILLAGE,NY1900033,RESERVOIR #1,GREENE,2571055.000000000000000,C, ,TANNERSVILLE VILLAGE BOARD,518-589-5850,496.000000000000000,IN,3301.238281250000000,266.500216068247767
116,1,8325,H-240-82-147B-1-3-P655A,1.249812910000000,0.181400760000000,Tannersville Reservoir,TANNERSVILLE VILLAGE,NY1900033,RESERVOIR #2,GREENE,2571054.000000000000000,C, ,TANNERSVILLE VILLAGE BOARD,518-589-5850,496.000000000000000,IN,9230.882812500000000,394.183295061027309
117,2,8339,H-208-6-PN155,58.300000000000004,1.300000000000000,Broncks Lake,COXSACKIE CORRECTIONAL FACILITY,NY1902012,BRONCK'S LAKE,GREENE,2571059.000000000000000,C, ,"KING, THOMAS",518-731-2781,2000.000000000000000,IN,432366.406250000000000,2793.625846276293487
118,1,8407,H-89-19-10-P257,117.700000000000003,2.500000000000000,Walton Lake,CHESTER VILLAGE,NY3503524,WALTON LAKE,ORANGE,2571303.000000000000000,C, ,"CHESTER, MAYOR & VILLAGE BOARD",845-469-2388,3448.000000000000000,IN,845630.500000000000000,5397.679503579899574
119,1,8417,H-139-13-19-P515,23.199999999999999,1.500000000000000,Mill Pond,MIDDLETOWN CITY,NY3503534,MILL POND RESERVOIR,ORANGE,2581891.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"TAWIL, JACOB",845-343-3169,28400.000000000000000,IN,167290.699218750000000,3202.646011482313952
120,1,8497,H-116-1-2A-P438P,10.600000000000000,0.900000000000000,Unnamed Water,HIGHLAND WATER DISTRICT,NY5503368,UPLAND RESERVOIRS,ULSTER,2571586.000000000000000,C, ,"TOWN SUPERVISOR, LLOYD",845-691-2144,4000.000000000000000,IN,77304.246093750000000,2043.943397980180180
121,1,8556,H-94-P341A,211.400000000000006,4.100000000000000,Chadwick Lake,NEWBURGH CONSOLIDATED WD,NY3503578,CHADWICK LAKE,ORANGE,2571321.000000000000000,C, ,"NEWBURGH, SUPERVISOR/TOWN BD",845-564-4552,22800.000000000000000,IN,1530169.167968750000000,8734.300673934458246
122,1,8684,H-139-13-19-28-P491-1-P492,116.600000000000009,2.400000000000000,Highland Lake,MIDDLETOWN CITY,NY3503534,HIGHLAND RESERVOIR,ORANGE,2571311.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"TAWIL, JACOB",845-343-3169,28400.000000000000000,IN,841411.167968750000000,5244.616399201962849
123,2,8690,H-240-82-63-9-P583,31.248370059999999,0.902682190000000,Cobleskill Reservoir,COBLESKILL VILLAGE,NY4700094,SURFACE RESERVOIR # 2,SCHOHARIE,2571457.000000000000000,C, ,"GALASSO, MARK A.",518-234-4661,4883.000000000000000,IN,234175.925781250000000,1977.745318221273692
124,2,8695,H-240-82-63-25-P599,1.762613630000000,0.207630510000000,Unnamed Water,RICHMONDVILLE VILLAGE,NY4700097,SURFACE RESERVOIR # 1,SCHOHARIE,2571459.000000000000000,C, ,"NEARY, KEVIN",518-294-6681,918.000000000000000,IN,13203.511718750000000,454.528187200294212
125,1,8825,H-221-4-7-PN262A,164.500000000000000,4.800000000000000,Vly Creek Reservoir,BETHLEHEM WD NO 1,NY0100191,VLY CREEK IMPOUNDING RESERVOIR,ALBANY,2570796.000000000000000,C, ,"CANSLER, JOSEPH",518-439-4955,31000.000000000000000,IN,1230182.570312500000000,10452.115676804331088
126,2,8904,H-61-P187A,126.900000000000006,3.800000000000000,Stillwell Lake,U.S.M.A. - TMP AREA ""V"" - CAMP BUCKNER,NY3530232,STILLWELL LAKE INTAKE,ORANGE,2626466.000000000000000,NTNC, ,"SANDBORNE, JEFF",845-938-5041,140.000000000000000,IN,912758.699218750000000,8114.392609711247133
127,2,8988,H-P225-1-2-P226A,192.300000000000011,6.000000000000000,Brown's Pond,NEW WINDSOR CONSOLIDATED WD,NY3503580,BROWN'S POND,ORANGE,2571322.000000000000000,C, ,"NEW WINDSOR, SUPERVISOR & TOWN BD",845-563-4610,30000.000000000000000,IN,1387943.125000000000000,12915.874346448423239
128,1,9273,H-P225,167.300000000000011,2.400000000000000,Lake Washington,NEWBURGH CITY,NY3503549,WASHINGTON LAKE,ORANGE,2571316.000000000000000,C, ,"HERBEK, RICHARD F",845-569-7301,28000.000000000000000,IN,1208451.800781250000000,5165.776808012623405
129,1,9307,H-240-82-147B-1-3-P655D,10.164623450000001,0.660424640000000,Tannersville Reservoir,TANNERSVILLE VILLAGE,NY1900033,RESERVOIR #3,GREENE,2571053.000000000000000,C, ,TANNERSVILLE VILLAGE BOARD,518-589-5850,496.000000000000000,IN,75084.183593750000000,1436.395573716904210
130,1,9322,H-188-18-P869,168.300000000000011,3.700000000000000,Lake Taghkanic,LAKE TAGHKANIC STATE PARK,NY1011778,LAKE TAGHKANIC,COLUMBIA,2570901.000000000000000,NC, ,"STUPPLEBEEN, DAVID",518-851-3631,2500.000000000000000,IN,1238040.921875000000000,8108.121995434871678
131,1,9327,H-139-13-52-P598,63.500000000000000,1.600000000000000,Monhagen Lake,MIDDLETOWN CITY,NY3503534,MONHAGEN RESERVOIR,ORANGE,2571310.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"TAWIL, JACOB",845-343-3169,28400.000000000000000,IN,458401.683593750000000,3331.762414444912793
132,1,9407,H-240-82-63-9-1-P5453,15.327215839999999,0.633052410000000,Holding Pond,COBLESKILL VILLAGE,NY4700094,SURFACE RESERVOIR # 3,SCHOHARIE,2571455.000000000000000,C, ,"GALASSO, MARK A.",518-234-4661,4883.000000000000000,IN,114870.542968750000000,1387.107298007862710
133,1,9440,H-55-P163A,5.700000000000000,0.400000000000000,Camp Field Reservoir,PEEKSKILL CITY,NY5903452,CAMPFIELD RESERVOIR,WESTCHESTER,2602323.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"KHUNS III, EDWARD A.",914-734-4150,22400.000000000000000,IN,40836.457031250000000,853.063978580062781
134,1,9441,H-P5426,2.700000000000000,0.300000000000000,Unnamed Water,PEEKSKILL CITY,NY5903452,CAMPFIELD RESERVOIR,WESTCHESTER,2602323.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"KHUNS III, EDWARD A.",914-734-4150,22400.000000000000000,IN,19689.402343750000000,700.957848011290366
135,1,9444,H-43-1-11-5-P150A,5.400000000000000,0.500000000000000,First Reservoir,UNITED WATER NEW YORK,NY4303673,LETCHWORTH INTAKE-IN,ROCKLAND,2617665.000000000000000,C,PUBLIC SERVICE COMMISSION,"POINTING, MICHAEL",845-620-3312,270000.000000000000000,IN,38346.589843750000000,1010.500710053751277
136,1,9468,H-221-4-31-PN290,32.100000000000001,1.700000000000000,Duanesburg Reservoir,DELANSON VILLAGE WATER WORKS,NY4600064,DUANESBURG RESERVOIR  (UPPER),SCHENECTADY,2571449.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"BURNS, SALLY",518-895-2100,428.000000000000000,IN,241373.253906250000000,3650.236364368671730
137,1,9530,H-128-P437,61.899999999999999,1.300000000000000,Chodikee Lake,NYS OFFICE OF CHILDREN & FAMILY SERVICES,NY5503015,CHODIKEE LAKE,ULSTER,2571571.000000000000000,C, ,"HUTTON, JOSEPH",845-691-6006,470.000000000000000,IN,450855.027343750000000,2856.675086222752270
138,2,9567,H-61-P187A-1-P188-2-P191,149.300000000000011,4.100000000000000,Popolopen Lake,CAMP BUCKNER-NATURAL BRIDGE,NY3511339,POPOLOPEN LAKE,ORANGE,2571328.000000000000000,NC, ,"SANDBORNE, JEFF",845-938-5041,3000.000000000000000,IN,1073797.281250000000000,8783.438247576415961
139,1,9672,H-240-180-55-P798F,0.771505910000000,0.137069930000000,Herkimer Reservoir,HERKIMER VILLAGE,NY2102306,SURFACE (GRAVESVILLE RESERVOIR),HERKIMER,2571097.000000000000000,C, ,HERKIMER MAYOR AND VILLAGE BOARD,315-866-3303,7606.000000000000000,IN,5894.777343750000000,303.215638031390711
140,1,9831,H-61-P187A-1-P188-2-P191-1-P193,33.500000000000000,1.300000000000000,Summit Lake,SUMMIT LAKE WS,NY3517676,SUMMIT  LAKE,ORANGE,2571341.000000000000000,NC, ,"WILLIAMS, FRED",845-786-2701,2100.000000000000000,IN,240345.003906250000000,2801.822609381355051
141,1,9958,H-171-17-P837,19.500000000000000,1.600000000000000,Kingston Rs No 1,KINGSTON (CITY) WATER DISTRICT,NY5503374,RESERVOIR #1,ULSTER,2576464.000000000000000,C, ,"CITY MAYOR, KINGSTON",845-334-3902,24000.000000000000000,IN,142789.078125000000000,3428.412711484408646
142,1,9959,H-171-17-7-P837A,21.300000000000001,0.900000000000000,Kingston Rs No 4,KINGSTON (CITY) WATER DISTRICT,NY5503374,RESERVOIR #4,ULSTER,2576466.000000000000000,C, ,"CITY MAYOR, KINGSTON",845-334-3902,24000.000000000000000,IN,156176.367187500000000,1911.680022358923225
143,1,9971,H-139-13-11-4-1-P6070,1.100000000000000,0.200000000000000,Unnamed Water,NEW PALTZ (VILLAGE) WATER DIST,NY5503379,FRONT RESEVOIR,ULSTER,2611241.000000000000000,C, ,"WEST, JASON",845-255-1413,5600.000000000000000,IN,7813.171875000000000,361.209994521941553
144,1,9974,H-240-124-P681,3.398416230000000,0.291335980000000,Fort Plain Reservoir,FORT PLAIN (V) WATER WORKS,NY2800139,BUDNICK RESERVOIR,MONTGOMERY,2571255.000000000000000,C, ,FORT PLAIN MAYOR AND VILLAGE BOARD,518-993-4271,2400.000000000000000,IN,25700.562500000000000,640.923997300045812
145,1,10037,H-240-94-3-P678A,7.779333540000000,0.422965710000000,Fonda Reservoir,FONDA (V) WATER WORKS,NY2800138,BRIGGS RUN RESERVOIR (SURFACE),MONTGOMERY,2571253.000000000000000,C, ,FONDA VILLAGE MAYOR / VILLAGE BOARD,518-853-4335,1080.000000000000000,IN,58814.433593750000000,930.144608296583215
146,1,10105,H-171-17-P838A,6.100000000000001,0.800000000000000,Kingston Rs No 2,KINGSTON (CITY) WATER DISTRICT,NY5503374,RESERVOIR #2,ULSTER,2576465.000000000000000,C, ,"CITY MAYOR, KINGSTON",845-334-3902,24000.000000000000000,IN,44899.683593750000000,1725.397627144024227
147,1,10132,H-139-13-61-9-20-P683,1.900000000000000,0.300000000000000,Unnamed Water,WARWICK VILLAGE,NY3503561,MISTUCKI BROOK RESERVOIR,ORANGE,2571319.000000000000000,C, ,"WARWICK, MAYOR & BD. TRUSTEES",845-986-2081,6083.000000000000000,IN,13481.652343750000000,592.976157906756384
148,1,10329,FI-P1108,12.640476789999999,0.644878580000000,Barlow Pond,FISHERS ISLAND WW CORP,NY5103294,BARLOW POND,SUFFOLK,2571506.000000000000000,C,PUBLIC SERVICE COMMISSION,"WALL, ROBERT",631-788-7251,2500.000000000000000,IN,90564.011718750000000,1381.305034857156215
149,1,10381,SL-25-P281,205.137080150000003,6.587962910000000,Star Lake,STAR LAKE WATER DISTRICT,NY4404398,INTAKE - STAR LAKE,ST LAWRENCE,2571416.000000000000000,C, ,FINE SUPERVISOR & TOWN BOARD,315-848-3121,927.000000000000000,IN,1614509.839843750000000,14787.919450982888520
150,1,10398,H-240-82-63-1-1-P579,8.967215189999999,0.478020060000000,Unnamed Water,CENTRAL BRIDGE WATER DISTRICT,NY4700093,SURFACE RESERVOIR # 1,SCHOHARIE,2571453.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"VAN WORMER, EARL",518-295-7677,593.000000000000000,IN,67301.109375000000000,1046.880126431246708
151,1,10492,H-240-187-1-P940A,38.037377900000003,1.174576300000000,Unnamed Water,ILION (V) WATER WORKS,NY2102307,CLAPSADDLE CR RES #3(FERNCLIFF),HERKIMER,2571105.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,ILION MAYOR AND VILLAGE BOARD,315-895-7449,8053.000000000000000,IN,288028.617187500000000,2583.866799195639487
152,1,10661,H-P774,15.300000000000001,0.900000000000000,Mohonk Lake,LAKE MOHONK MOUNTAIN HOUSE,NY5519179,LAKE MOHONK,ULSTER,2571895.000000000000000,C, ,"DODD, STEVEN P",845-256-2133,880.000000000000000,IN,111374.917968750000000,1891.661912536093268
153,1,10866,H-240-82-63-13-13-P589A,2.250139650000000,0.258804910000000,Unnamed Water,SHARON SPRINGS VILLAGE,NY4700099,SURFACE RESERVOIR # 2,SCHOHARIE,2571462.000000000000000,C, ,"COUSINEAU, OMER",518-284-2625,558.000000000000000,IN,16914.855468750000000,567.391147155805811
154,1,10867,H-240-82-63-13-9-P589,29.528469110000000,0.889702340000000,Engleville Pond,SHARON SPRINGS VILLAGE,NY4700099,SURFACE RESERVOIR # 1,SCHOHARIE,2571463.000000000000000,C, ,"COUSINEAU, OMER",518-284-2625,558.000000000000000,IN,221950.816406250000000,1950.715455661652186
155,1,10957,H-240-82-63-1-P579A,16.639595620000001,0.618170860000000,Unnamed Water,CENTRAL BRIDGE WATER DISTRICT,NY4700093,SURFACE RESERVOIR # 2,SCHOHARIE,2571454.000000000000000,C,ENVIRONMENTAL PROTECTION AGENCY,"VAN WORMER, EARL",518-295-7677,593.000000000000000,IN,124900.175781250000000,1354.411023168596330
156,1,10968,H-240-P570,129.523826810000003,2.799371620000000,Mariaville Lake,MARIAVILLE LAKESIDE COUNTRY STORE,NY4630021,MARIAVILLE LAKE,SCHENECTADY,2575866.000000000000000,NC,AGRICULTURE AND MARKETS,"PIRRONE, DAVID",518-864-7777,25.000000000000000,IN,975642.667968750000000,6139.472420483641145
157,1,11010,ONT-158-12-46-P20,11.326881650000001,1.037653620000000,Attica Reservoir,ATTICA VILLAGE,NY6000607,RESERVOIR TWO INTAKE,WYOMING,2617640.000000000000000,C, ,"POST, DOUGLAS A.",585-591-0898,2700.000000000000000,IN,85193.503906250000000,2277.553781786976288
158,1,11137,H-369-P127-33-3-1-P152E,16.662331880000000,1.102083130000000,Port Reservoir,GLOVERSVILLE (C) WATER WORKS,NY1700018,PORT CREEK RESERVOIR,FULTON,2571015.000000000000000,C, ,GLOVERSVILLE CITY WATER COMMISSIONERS,518-773-4518,17991.000000000000000,IN,126576.800781250000000,2427.813667927259758
159,1,11223,H-240-144-10-P709,0.851244810000000,0.149066800000000,Dolgeville Reservoir,DOLGEVILLE (V) PWS,NY2102299,SURFACE (COLD BROOK),HERKIMER,2571094.000000000000000,C, ,DOLGEVILLE MAYOR AND VILLAGE BOARD,315-429-3112,2166.000000000000000,IN,6482.859375000000000,329.161190475372905
160,1,11224,H-240-P706B,0.829813830000000,0.157538910000000,Unnamed Water,LITTLE FALLS CITY,NY2102308,SPRUCE LAKE IMPOUNDING RESERVOIR,HERKIMER,2571107.000000000000000,C, ,LITTLE FALLS MAYOR & BRD OF PUBLIC WORKS,315-823-2400,5800.000000000000000,IN,6319.300781250000000,347.661405853128372
161,1,11904,H-369-P127-21-6-P137,51.906613739999997,1.623647870000000,Round Lake,AMSTERDAM (C),NY2800136,ROUND LAKE,MONTGOMERY,2571241.000000000000000,C, ,AMSTERDAM MAYOR & COMMON COUNCIL,518-841-4310,20700.000000000000000,IN,395023.011718750000000,3584.247394362029354
162,1,11941,H-240-89-8-P664,38.564333380000001,1.851997600000000,Cork Center Reservoir,JOHNSTOWN (C) WATER WORKS,NY1700019,HYDADDY RESERVOIR,FULTON,2571025.000000000000000,C, ,JOHNSTOWN WATER DEPT.,518-736-4027,8743.000000000000000,IN,292519.261718750000000,4080.079040889625048
163,1,11955,ONT-158-12-11-1-13-P13,47.423598509999998,2.311948330000000,Akron Reservoir,AKRON VILLAGE,NY1400397,RESERVOIR AKRON,ERIE,2570931.000000000000000,C, ,"KOWALIK, BOB",716-542-2680,3100.000000000000000,IN,357061.578125000000000,5073.123577530394869
164,1,12051,H-369-P127-33-1-P151,100.231660489999996,2.780444670000000,Jackson Summit Reservoir,GLOVERSVILLE (C) WATER WORKS,NY1700018,JACKSON SUMMIT RESERVOIR,FULTON,2571016.000000000000000,C, ,GLOVERSVILLE CITY WATER COMMISSIONERS,518-773-4518,17991.000000000000000,IN,762801.339843750000000,6138.597091793879372
165,1,12062,H-240-89-10-2-1-P670,2.608461160000000,0.259771300000000,Cold Brook Reservoir,JOHNSTOWN (C) WATER WORKS,NY1700019,CHRISTMAN RESERVOIR,FULTON,2571022.000000000000000,C, ,JOHNSTOWN WATER DEPT.,518-736-4027,8743.000000000000000,IN,19779.167968750000000,572.456787980881927
166,1,12801,ONT-66-11-P26-24-14-4-P73,64.694206789999996,3.194066540000000,Oneida City Reservoir,ONEIDA CITY,NY2602381,GLENMORE RESERVOIR,MADISON,2592855.000000000000000,C, ,"SMOLINSKI, ARTHUR",315-363-1490,12000.000000000000000,IN,495980.835937500000000,7076.089621195302243
167,1,12903,H-369-P127-21-P134D,0.270836730000000,0.097743240000000,Unnamed Water,AMSTERDAM (C),NY2800136,GLEN WILD INTAKE POND,MONTGOMERY,2571240.000000000000000,C, ,AMSTERDAM MAYOR & COMMON COUNCIL,518-841-4310,20700.000000000000000,IN,2060.136718750000000,215.847976307913967
168,1,13037,H-369-P127-33-3-1-P152D,18.659111209999999,0.898133800000000,Rice Reservoir,GLOVERSVILLE (C) WATER WORKS,NY1700018,RICE RESERVOIR,FULTON,2571017.000000000000000,C, ,GLOVERSVILLE CITY WATER COMMISSIONERS,518-773-4518,17991.000000000000000,IN,141775.882812500000000,1978.906329340355342
169,1,13043,SL-1-P180-4-P182,142.902310230000012,2.601686500000000,Little Simon Pond,TUPPER LAKE V,NY1600012,LITTLE SIMON POND INTAKE,FRANKLIN,2570996.000000000000000,C, ,TUPPER LAKE MAYOR AND VILLAGE TRUSTEES,518-359-3341,5500.000000000000000,IN,1124569.871093750000000,5839.086500692837035
170,1,13083,H-369-P127-33-1-P152,29.802493970000000,1.176449000000000,Cameron Reservoir,GLOVERSVILLE (C) WATER WORKS,NY1700018,CAMERON RESERVOIR,FULTON,2571020.000000000000000,C, ,GLOVERSVILLE CITY WATER COMMISSIONERS,518-773-4518,17991.000000000000000,IN,226932.667968750000000,2599.520284294632347
