"PWS.ID","PWS.Name","PWS.Type","Primary.Source","Counties.Served","Cities.Served","PopulationServed.Count","Number.of.Facilities","Owner.Type","Facility.Id","Facility.Name","EPA.Region","Primacy.Agency","Facility.Type.Description","Is.Source.Ind","Activity.Status","Deactivation.Date","Facility.Activity","Facility.Deactivation.Date","Water.Type.Description","Availability.Description","Primacy.Type","Season.Begin.Date","Season.End.Date","Population.Served.Count","Service.Connections.Count","Is.Wholesaler","Seller.Pwsid","Seller.Pws.Name","Seller.Treatment.Description","Filtration.Status.Description","Treatment.Process","Treatment.Objective","LAKE_HISTORY_ID","Previous_Assessment","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_PWL_ID","LAKE_FIN","LAKE_WATERBODY_NAME","Number.of.Violations","Number.of.Site.Visits"
"NY2501023","MOUNT MORRIS VILLAGE","Community water system","Surface water","Livingston","MOUNT MORRIS (V)",3500,11,"Local government",30121,"SILVER LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3500,1700,"N","","","","Filtration already in place","","","0403SIL0115","Impaired","A","0403-0002","ONT-117-70-P115","Silver Lake",NA,NA
"NY2602381","ONEIDA CITY","Community water system","Surface water","Madison","ONEIDA (C), ONEIDA CASTLE (V)",11393,16,"Local government",47982,"GLENMORE RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",11393,3714,"N","","","","Filtration already in place","","","0703ONE0073","UnAssessed","AA(T)","0703-0071","ONT-66-11-P26-24-14-4-P73","Oneida City Reservoir",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",30134,"HEMLOCK LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402CAN0043","Impaired","AA(TS)","0402-0002","ONT-117-27-34-11-P43","Canadice Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",30134,"HEMLOCK LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402HEM0044","No Known Impact","AA(T)","0402-0011","ONT-117-27-34-P44","Hemlock Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",31230,"CONNECTION TO MCWA SHOREMONT","Region 2","New York","Consecutive Connection","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","NY2701047","MCWA","Filtered","Filtration already in place","","","0402CAN0043","Impaired","AA(TS)","0402-0002","ONT-117-27-34-11-P43","Canadice Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",31230,"CONNECTION TO MCWA SHOREMONT","Region 2","New York","Consecutive Connection","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","NY2701047","MCWA","Filtered","Filtration already in place","","","0402HEM0044","No Known Impact","AA(T)","0402-0011","ONT-117-27-34-P44","Hemlock Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",34079,"COBBS HILL RESERVOIR (UNCOVERED- 144 MG)","Region 2","New York","Reservoir","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402HEM0044","No Known Impact","AA(T)","0402-0011","ONT-117-27-34-P44","Hemlock Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",34076,"RUSH RESERVOIR (COVERED - 63 MG)","Region 2","New York","Reservoir","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402HEM0044","No Known Impact","AA(T)","0402-0011","ONT-117-27-34-P44","Hemlock Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",34078,"HIGHLAND RESERVOIR (UNCOVERED - 26 MG)","Region 2","New York","Reservoir","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402CAN0043","Impaired","AA(TS)","0402-0002","ONT-117-27-34-11-P43","Canadice Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",54591,"CANADICE LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402CAN0043","Impaired","AA(TS)","0402-0002","ONT-117-27-34-11-P43","Canadice Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",34076,"RUSH RESERVOIR (COVERED - 63 MG)","Region 2","New York","Reservoir","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402CAN0043","Impaired","AA(TS)","0402-0002","ONT-117-27-34-11-P43","Canadice Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",54591,"CANADICE LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402HEM0044","No Known Impact","AA(T)","0402-0011","ONT-117-27-34-P44","Hemlock Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",34079,"COBBS HILL RESERVOIR (UNCOVERED- 144 MG)","Region 2","New York","Reservoir","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402CAN0043","Impaired","AA(TS)","0402-0002","ONT-117-27-34-11-P43","Canadice Lake",NA,NA
"NY2704518","ROCHESTER CITY","Community water system","Surface water","Monroe","ROCHESTER (C)",214000,11,"Local government",34078,"HIGHLAND RESERVOIR (UNCOVERED - 26 MG)","Region 2","New York","Reservoir","Y","Active",NA,"Active","","Surface water","Permanent","State","","",214000,62000,"N","","","","Filtration already in place","","","0402HEM0044","No Known Impact","AA(T)","0402-0011","ONT-117-27-34-P44","Hemlock Lake",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",30136,"ROUND LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104STE0135","UnAssessed","AA","1104-0111","H-369-P127-21-3-P135","Steele Reservoir",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",30136,"ROUND LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104IRE0136A","UnAssessed","AA","1104-0114","H-369-P127-21-P136A","Ireland Vly",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",30137,"IRELAND VLY","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104STE0135","UnAssessed","AA","1104-0111","H-369-P127-21-3-P135","Steele Reservoir",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",30137,"IRELAND VLY","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104IRE0136A","UnAssessed","AA","1104-0114","H-369-P127-21-P136A","Ireland Vly",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",30135,"GLEN WILD INTAKE POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104STE0135","UnAssessed","AA","1104-0111","H-369-P127-21-3-P135","Steele Reservoir",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",30135,"GLEN WILD INTAKE POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104IRE0136A","UnAssessed","AA","1104-0114","H-369-P127-21-P136A","Ireland Vly",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",66137,"STEELE RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104STE0135","UnAssessed","AA","1104-0111","H-369-P127-21-3-P135","Steele Reservoir",NA,NA
"NY2800136","AMSTERDAM (C)","Community water system","Surface water","Montgomery","AMSTERDAM (C)",20700,17,"Local government",66137,"STEELE RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",20700,6000,"N","","","","Filtration already in place","","","1104IRE0136A","UnAssessed","AA","1104-0114","H-369-P127-21-P136A","Ireland Vly",NA,NA
"NY2800138","FONDA (V) WATER WORKS","Community water system","Surface water","Montgomery","FONDA  (V)",1080,9,"Local government",30139,"BRIGGS RUN RESERVOIR (SURFACE)","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",1080,481,"N","","","","Filtration already in place","","","1201FON0678A","No Known Impact","AA(T)","1201-0123","H-240-94-3-P678A","Fonda Reservoir",NA,NA
"NY3202411","MVWA - MOHAWK VALLEY WATER AUTHORITY","Community water system","Surface water","Oneida","DEERFIELD (T), MARCY (T), NEW HARTFORD (T), NEW HARTFORD (V), NEW YORK MILLS (V), ORISKANY (V), UTICA (C), WESTMORELAND (T), WHITESBORO (V), WHITESTOWN (T), YORKVILLE (V)",126250,131,"Local government",39320,"SOURCE - HINCKLEY INTAKE TOWER STRUCTURE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",126250,38900,"N","","","","Filtration already in place","","","1203HIN0799","Minor Impacts","AA(T)","1203-0022","H-240-180-P799","Hinckley Reservoir",NA,NA
"NY3202411","MVWA - MOHAWK VALLEY WATER AUTHORITY","Community water system","Surface water","Oneida","DEERFIELD (T), MARCY (T), NEW HARTFORD (T), NEW HARTFORD (V), NEW YORK MILLS (V), ORISKANY (V), UTICA (C), WESTMORELAND (T), WHITESBORO (V), WHITESTOWN (T), YORKVILLE (V)",126250,131,"Local government",39321,"SOURCE - HINCKLEY RESERVOIR","Region 2","New York","Reservoir","Y","Active",NA,"Active","","Surface water","Permanent","State","","",126250,38900,"N","","","","Filtration already in place","","","1203HIN0799","Minor Impacts","AA(T)","1203-0022","H-240-180-P799","Hinckley Reservoir",NA,NA
"NY3304334","SYRACUSE CITY","Community water system","Surface water","Onondaga","SYRACUSE (C)",192000,28,"Local government",30154,"SKANEATELES LAKE INTAKE # 1 (54"")","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",192000,45503,"N","","","","Successfully avoiding filtration","","","0707SKA0193","Threatened",NA,"0707-0004","ONT-66-12-29-P193","Skaneateles Lake",NA,NA
"NY3304334","SYRACUSE CITY","Community water system","Surface water","Onondaga","SYRACUSE (C)",192000,28,"Local government",30154,"SKANEATELES LAKE INTAKE # 1 (54"")","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",192000,45503,"N","","","","Successfully avoiding filtration","","","0707SKA0193","Threatened","AA","0707-0004","ONT-66-12-29-P193","Skaneateles Lake",NA,NA
"NY3304334","SYRACUSE CITY","Community water system","Surface water","Onondaga","SYRACUSE (C)",192000,28,"Local government",54513,"SKANEATELES LAKE INTAKE # 2 (60"")","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",192000,45503,"N","","","","Successfully avoiding filtration","","","0707SKA0193","Threatened",NA,"0707-0004","ONT-66-12-29-P193","Skaneateles Lake",NA,NA
"NY3304334","SYRACUSE CITY","Community water system","Surface water","Onondaga","SYRACUSE (C)",192000,28,"Local government",54513,"SKANEATELES LAKE INTAKE # 2 (60"")","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",192000,45503,"N","","","","Successfully avoiding filtration","","","0707SKA0193","Threatened","AA","0707-0004","ONT-66-12-29-P193","Skaneateles Lake",NA,NA
"NY3304334","SYRACUSE CITY","Community water system","Surface water","Onondaga","SYRACUSE (C)",192000,28,"Local government",34301,"CONSECUTIVE CONNECTION TO OCWA","Region 2","New York","Consecutive Connection","Y","Active",NA,"Active","","Surface water","Permanent","State","","",192000,45503,"N","NY3304336","OCWA","Partially treated by seller","Filtration already in place","","","0707SKA0193","Threatened",NA,"0707-0004","ONT-66-12-29-P193","Skaneateles Lake",NA,NA
"NY3304334","SYRACUSE CITY","Community water system","Surface water","Onondaga","SYRACUSE (C)",192000,28,"Local government",34301,"CONSECUTIVE CONNECTION TO OCWA","Region 2","New York","Consecutive Connection","Y","Active",NA,"Active","","Surface water","Permanent","State","","",192000,45503,"N","NY3304336","OCWA","Partially treated by seller","Filtration already in place","","","0707SKA0193","Threatened","AA","0707-0004","ONT-66-12-29-P193","Skaneateles Lake",NA,NA
"NY3304336","OCWA","Community water system","Surface water","Onondaga","SYRACUSE (C)",300000,104,"Public/Private",85468,"LAKE ONTARIO INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",300000,100948,"N","","","","Filtration already in place","","","0702OTI0175","Minor Impacts","AA","0702-0011","ONT-66-12-12-P154-6-P175","Otisco Lake",NA,NA
"NY3304336","OCWA","Community water system","Surface water","Onondaga","SYRACUSE (C)",300000,104,"Public/Private",30155,"OTISCO LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",300000,100948,"N","","","","Filtration already in place","","","0702OTI0175","Minor Impacts","AA","0702-0011","ONT-66-12-12-P154-6-P175","Otisco Lake",NA,NA
"NY3304336","OCWA","Community water system","Surface water","Onondaga","SYRACUSE (C)",300000,104,"Public/Private",31384,"CONSECUTIVE CONNECTION TO SYRACUSE CITY","Region 2","New York","Consecutive Connection","Y","Active",NA,"Active","","Surface water","Permanent","State","","",300000,100948,"N","NY3304334","SYRACUSE CITY","Partially treated by seller","Filtration already in place","","","0702OTI0175","Minor Impacts","AA","0702-0011","ONT-66-12-12-P154-6-P175","Otisco Lake",NA,NA
"NY3400784","BRISTOL HARBOUR WATER CORP","Community water system","Surface water","Ontario","SOUTH BRISTOL (T)",835,8,"Private",30161,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",835,334,"N","","","","Filtration already in place","","","0704CAN0286","Threatened",NA,"0704-0001","ONT-66-12-52-P286","Canandaigua Lake",39,9
"NY3400784","BRISTOL HARBOUR WATER CORP","Community water system","Surface water","Ontario","SOUTH BRISTOL (T)",835,8,"Private",30161,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",835,334,"N","","","","Filtration already in place","","","0704SUCXXX1","Threatened","AA(TS)","0704-0001",NA,"Sucker Brook",39,9
"NY3400784","BRISTOL HARBOUR WATER CORP","Community water system","Surface water","Ontario","SOUTH BRISTOL (T)",835,8,"Private",30161,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",835,334,"N","","","","Filtration already in place","","","0704CAN0286","Threatened","AA(TS)","0704-0001","ONT-66-12-52-P286","Canandaigua Lake",39,9
"NY3401150","CANANDAIGUA CITY","Community water system","Surface water","Ontario","CANANDAIGUA (C)",11264,21,"Local government",30162,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",11264,4072,"N","","","","Filtration already in place","","","0704SUCXXX1","Threatened","AA(TS)","0704-0001",NA,"Sucker Brook",NA,NA
"NY3401150","CANANDAIGUA CITY","Community water system","Surface water","Ontario","CANANDAIGUA (C)",11264,21,"Local government",30162,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",11264,4072,"N","","","","Filtration already in place","","","0704CAN0286","Threatened","AA(TS)","0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY3401150","CANANDAIGUA CITY","Community water system","Surface water","Ontario","CANANDAIGUA (C)",11264,21,"Local government",30162,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",11264,4072,"N","","","","Filtration already in place","","","0704CAN0286","Threatened",NA,"0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY3401156","GENEVA CITY","Community water system","Surface water","Ontario","GENEVA (C)",13334,20,"Local government",30163,"SENECA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",13334,4329,"N","","","","Filtration already in place","","","0705SEN0369","Threatened","AA(TS)","0705-0021","ONT-66-12-P369","Seneca Lake",NA,NA
"NY3401164","RUSHVILLE VILLAGE","Community water system","Surface water","Ontario","RUSHVILLE (V)",2341,8,"Local government",30164,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",2341,305,"N","","","","Filtration already in place","","","0704SUCXXX1","Threatened","AA(TS)","0704-0001",NA,"Sucker Brook",NA,NA
"NY3401164","RUSHVILLE VILLAGE","Community water system","Surface water","Ontario","RUSHVILLE (V)",2341,8,"Local government",30164,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",2341,305,"N","","","","Filtration already in place","","","0704CAN0286","Threatened",NA,"0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY3401164","RUSHVILLE VILLAGE","Community water system","Surface water","Ontario","RUSHVILLE (V)",2341,8,"Local government",30164,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",2341,305,"N","","","","Filtration already in place","","","0704CAN0286","Threatened","AA(TS)","0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY3401170","GORHAM TOWN WD","Community water system","Surface water","Ontario","GORHAM (T)",3420,14,"Local government",30165,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3420,1650,"N","","","","Filtration already in place","","","0704CAN0286","Threatened",NA,"0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY3401170","GORHAM TOWN WD","Community water system","Surface water","Ontario","GORHAM (T)",3420,14,"Local government",30165,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3420,1650,"N","","","","Filtration already in place","","","0704CAN0286","Threatened","AA(TS)","0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY3401170","GORHAM TOWN WD","Community water system","Surface water","Ontario","GORHAM (T)",3420,14,"Local government",30165,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3420,1650,"N","","","","Filtration already in place","","","0704SUCXXX1","Threatened","AA(TS)","0704-0001",NA,"Sucker Brook",NA,NA
"NY3503524","CHESTER VILLAGE","Community water system","Surface water","Orange","CHESTER (V)",3448,8,"Local government",30173,"WALTON LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3448,1941,"N","","","","Filtration already in place","","","1303WAL0257","Needs Verification","A","1303-0004","H-89-19-10-P257","Walton Lake",NA,NA
"NY3503524","CHESTER VILLAGE","Community water system","Surface water","Orange","CHESTER (V)",3448,8,"Local government",38921,"WELL 12A","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",3448,1941,"N","","","","","","","1303WAL0257","Needs Verification","A","1303-0004","H-89-19-10-P257","Walton Lake",NA,NA
"NY3503524","CHESTER VILLAGE","Community water system","Surface water","Orange","CHESTER (V)",3448,8,"Local government",18456,"WELL 12","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",3448,1941,"N","","","","","","","1303WAL0257","Needs Verification","A","1303-0004","H-89-19-10-P257","Walton Lake",NA,NA
"NY3503532","HIGHLAND FALLS VILLAGE","Community water system","Surface water","Orange","HIGHLAND FALLS (V)",5400,5,"Local government",30178,"HIGHLAND BROOK","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",5400,1184,"N","","","","Filtration already in place","","","1301BOG0200","UnAssessed","A(T)","1301-0173","H-71-P200","Bog Meadow Pond",NA,NA
"NY3503532","HIGHLAND FALLS VILLAGE","Community water system","Surface water","Orange","HIGHLAND FALLS (V)",5400,5,"Local government",30178,"HIGHLAND BROOK","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",5400,1184,"N","","","","Filtration already in place","","","1301JIM0199B","UnAssessed","A(T)","1301-0173","H-71-P199A-1-P199B","Jims Pond",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30179,"KINCH RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306SHA0491","Threatened","AA","1306-0060","H-139-13-19-28-P491","Shawangunk Lake",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30179,"KINCH RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306HIG0492","Threatened","AA","1306-0060","H-139-13-19-28-P491-1-P492","Highland Lake",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30181,"HIGHLAND RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306SHA0491","Threatened","AA","1306-0060","H-139-13-19-28-P491","Shawangunk Lake",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30181,"HIGHLAND RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306HIG0492","Threatened","AA","1306-0060","H-139-13-19-28-P491-1-P492","Highland Lake",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30182,"SHAWANGUNK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306SHA0491","Threatened","AA","1306-0060","H-139-13-19-28-P491","Shawangunk Lake",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30182,"SHAWANGUNK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306HIG0492","Threatened","AA","1306-0060","H-139-13-19-28-P491-1-P492","Highland Lake",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30180,"MONHAGEN RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306SHA0491","Threatened","AA","1306-0060","H-139-13-19-28-P491","Shawangunk Lake",NA,NA
"NY3503534","MIDDLETOWN CITY","Community water system","Surface water","Orange","MIDDLETOWN (C)",30000,16,"Local government",30180,"MONHAGEN RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,7579,"N","","","","Filtration already in place","","","1306HIG0492","Threatened","AA","1306-0060","H-139-13-19-28-P491-1-P492","Highland Lake",NA,NA
"NY3503535","MONROE VILLAGE","Community water system","Surface water","Orange","MONROE (V)",9516,10,"Local government",67754,"WELL #4","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",9516,2878,"N","","","","","","","1501KLO1010B","Minor Impacts","A","1501-0002","NJ-12-17-P1008-3-P1010-1B-P1010B","Kloibers Pond",NA,NA
"NY3503535","MONROE VILLAGE","Community water system","Surface water","Orange","MONROE (V)",9516,10,"Local government",67754,"WELL #4","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",9516,2878,"N","","","","","","","1501MOM1010","Minor Impacts","A","1501-0002","NJ-12-17-P1008-3-P1010","Mombasha Lake",NA,NA
"NY3503535","MONROE VILLAGE","Community water system","Surface water","Orange","MONROE (V)",9516,10,"Local government",30183,"MOMBASHA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9516,2878,"N","","","","Filtration already in place","","","1501MOM1010","Minor Impacts","A","1501-0002","NJ-12-17-P1008-3-P1010","Mombasha Lake",NA,NA
"NY3503535","MONROE VILLAGE","Community water system","Surface water","Orange","MONROE (V)",9516,10,"Local government",30183,"MOMBASHA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9516,2878,"N","","","","Filtration already in place","","","1501KLO1010B","Minor Impacts","A","1501-0002","NJ-12-17-P1008-3-P1010-1B-P1010B","Kloibers Pond",NA,NA
"NY3503549","NEWBURGH CITY","Community water system","Surface water","Orange","NEWBURGH (C)",28000,7,"Local government",30184,"BROWN'S POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",28000,6486,"N","","","","Filtration already in place","","","1303WAS0225","No Known Impact","A","1303-0012","H-P225","Lake Washington",NA,NA
"NY3503549","NEWBURGH CITY","Community water system","Surface water","Orange","NEWBURGH (C)",28000,7,"Local government",30186,"WASHINGTON LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",28000,6486,"N","","","","Filtration already in place","","","1303BRO0226A","No Known Impact","A","1303-0013","H-P225-1-2-P226A","Brown's Pond",NA,NA
"NY3503549","NEWBURGH CITY","Community water system","Surface water","Orange","NEWBURGH (C)",28000,7,"Local government",30186,"WASHINGTON LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",28000,6486,"N","","","","Filtration already in place","","","1303WAS0225","No Known Impact","A","1303-0012","H-P225","Lake Washington",NA,NA
"NY3503549","NEWBURGH CITY","Community water system","Surface water","Orange","NEWBURGH (C)",28000,7,"Local government",30184,"BROWN'S POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",28000,6486,"N","","","","Filtration already in place","","","1303BRO0226A","No Known Impact","A","1303-0013","H-P225-1-2-P226A","Brown's Pond",NA,NA
"NY3503554","PORT JERVIS CITY","Community water system","Surface water","Orange","PORT JERVIS (C)",9000,5,"Local government",30187,"RESERVOIRS #1, #2, #3, BOEHMLER POND","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9000,3200,"N","","","","Filtration already in place","","","1402NO20004","UnAssessed","AA","1402-0027","D-1-2-P2-1-3-P4","Reservoir No.2",NA,NA
