"LOCATION_PWL_ID","waterbody","huc_10","basin_name","class","water_type","segment_assessment","LAKE_HISTORY_ID","LOCATION_HISTORY_ID","LOCATION_COUNTY","LOCATION_NAME","LOCATION_TYPE","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","LOCATION_HORIZONTAL_METHOD","LOCATION_HORIZONTAL_DATUM","LOCATION_WATERBODY_CLASSIFICATION"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3440","Seneca","ZONE 40","SHORE",-76.698154,42.660369,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3434","Tompkins","ZONE 34","SHORE",-76.593528,42.54173,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3436","Seneca","ZONE 36","SHORE",-76.62096,42.553792,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3472","Seneca","CAYUGA LAKE ZONE 72","SHORE",-76.6367,42.5647,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3471","Seneca","CAYUGA LAKE ZONE 71","SHORE",-76.6487,42.5758,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3473","Seneca","CAYUGA LAKE ZONE 3473","SHORE",-76.68807,42.63147,"INTERPOLATION","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_IYC","Tompkins","ITHACA YACHT CLUB","SHORE",-76.539835,42.497457,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3431","Tompkins","ZONE 31","SHORE",-76.532458,42.480762,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3415","Cayuga","ZONE 15","SHORE",-76.663306,42.658955,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3421","Tompkins","ZONE 21","SHORE",-76.531546,42.530644,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_OPRBEACH_1","Tompkins","TAUGHANNOCK FALLS SP","SHORE",-76.595603,42.545304,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3438","Seneca","ZONE 38","SHORE",-76.685008,42.621596,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3437","Seneca","ZONE 37","SHORE",-76.676478,42.605955,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3418","Tompkins","ZONE 18","SHORE",-76.616429,42.583043,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3423","Tompkins","ZONE 23","SHORE",-76.510389,42.482985,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3419","Tompkins","ZONE 19","SHORE",-76.550236,42.539793,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_3420","Tompkins","ZONE 20","SHORE",-76.547071,42.537272,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0050","Cayuga Lake, Main Lake, Mid-South",414020112,"Oswego-Seneca-Oneida","aa(t)","pond","IR3_needs-verification","0705CAY0296","0705CAY0296_S","Tompkins","CAYUGA LAKE CSL SITE 4 (S) (PRE2017)","OTHER",-76.528,42.498,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0705-0058","Beebee Lake",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_unassessed","0705BEE0308","0705BEE0308_C","Tompkins","BEEBE LAKE CENTROID","CENTROID",-76.476303,42.451199,"INTERPOLATION-OTHER","NAD83","B"
"0705-0058","Beebee Lake",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_unassessed","0705BEE0308","0705BEE0308_DH","Tompkins","BEEBE LAKE DEEP HOLE","DEEP HOLE",-76.478647,42.451979,"INTERPOLATION-OTHER","NAD83","B"
"0705-0060","Ithaca Reservoir",414020110,"Oswego-Seneca-Oneida","a","pond","IR3_needs-verification","0705ITH0340B","0705ITH0340B_DH","Tompkins","ITHACA RESERVOIR DEEP HOLE","DEEP HOLE",-76.46104,42.41707,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","A"
"0705-0060","Ithaca Reservoir",414020110,"Oswego-Seneca-Oneida","a","pond","IR3_needs-verification","0705ITH0340B","0705ITH0340B_C","Tompkins","ITHACA RESERVOIR CENTROID","CENTROID",-76.4599,42.414001,"INTERPOLATION-OTHER","NAD83","A"
"0705-0063","Lake Treman",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_needs-verification","0705TRE0347A","0705TRE0347A_C","Tompkins","LAKE TREMAN CENTROID","CENTROID",-76.511299,42.398601,"INTERPOLATION-OTHER","NAD83","B"
"0705-0063","Lake Treman",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_needs-verification","0705TRE0347A","0705TRE0347A_DH","Tompkins","LAKE TREMAN DEEP HOLE","DEEP HOLE",-76.5122,42.40055,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"0705-0064","Jennings Pond",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_unassessed","0705JEN0349","0705JEN0349_C","Tompkins","JENNINGS POND CENTROID","CENTROID",-76.487602,42.344799,"INTERPOLATION-OTHER","NAD83","B"
"0705-0064","Jennings Pond",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_unassessed","0705JEN0349","0705JEN0349_OPRBEACH","Tompkins","BUTTERMILK FALLS SP (JENNINGS POND)","SHORE",-76.487122,42.346888,"INTERPOLATION-OTHER","NAD83","B"
"0705-0064","Jennings Pond",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_unassessed","0705ITHXXX1","0705ITHXXX1_BEACH","Tompkins","ITHACA ZEN CENTER","SHORE",-76.494226,42.348196,"INTERPOLATION","NAD83","B"
"0705-0064","Jennings Pond",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_unassessed","0705ITHXXX1","0705ITHXXX1_C","Tompkins","Ithaca Zen Pond Centroid","CENTROID",-76.48764,42.34462,"INTERPOLATION","NAD83","B"
"0705-0064","Jennings Pond",414020110,"Oswego-Seneca-Oneida","b","pond","IR3_unassessed","0705JEN0349","0705JEN0349_BEACH","Tompkins","JENNINGS POND TOWN PARK","SHORE",-76.485668,42.347276,"INTERPOLATION-OTHER","NAD83","B"
"0705-0072","Cleef Lake",414020109,"Oswego-Seneca-Oneida","c","pond","IR3_needs-verification","0705VAN0366A","0705VAN0366A_C","Seneca","VAN CLEEF LAKE CENTROID","CENTROID",-76.791298,42.913101,"INTERPOLATION-OTHER","NAD83","C"
"0705-0072","Cleef Lake",414020109,"Oswego-Seneca-Oneida","c","pond","IR3_needs-verification","0705VAN0366A","0705VAN0366A_DH","Seneca","VAN CLEEF RESERVOIR DEEP HOLE","DEEP HOLE",-76.79202,42.91307,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3112","Cayuga","ZONE 12","SHORE",-76.466603,42.768017,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3110","Cayuga","ZONE 10","SHORE",-76.50479,42.834297,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3107","Cayuga","ZONE 7","OTHER",-76.505774,42.851569,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3109","Cayuga","ZONE 9","SHORE",-76.505464,42.841556,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3116","Cayuga","ZONE 16","SHORE",-76.4995,42.790534,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3113","Cayuga","ZONE 13","SHORE",-76.472587,42.755844,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_BEACH_5","Cayuga","DEAUVILLE ISLAND BEACH","SHORE",-76.539834,42.902296,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706DUTXXX1","0706DUTXXX1_MOUTH","Cayuga","DUTCH HOLLOW BROOK MOUTH","RIVER/STREAM",-76.511026,42.861907,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3111","Cayuga","ZONE 11","SHORE",-76.48654,42.798131,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3106","Cayuga","ZONE 6","SHORE",-76.505858,42.85485,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3119","Cayuga","ZONE 19","SHORE",-76.526381,42.841841,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3103","Cayuga","ZONE 3","SHORE",-76.517031,42.879281,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_WIP3","Cayuga","WIP SITE 03","OTHER",-76.489684,42.803402,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_BEACH_3","Cayuga","CAMP Y-OWASCO","SHORE",-76.497225,42.812944,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3125","Cayuga","ZONE 25","SHORE",-76.509007,42.86012,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3126","Cayuga","ZONE 26","SHORE",-76.544599,42.900391,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3122","Cayuga","ZONE 22","SHORE",-76.5372,42.872934,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_WIP5","Cayuga","WIP SITE 05","OTHER",-76.520756,42.824613,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3108","Cayuga","ZONE 08","SHORE",-76.505594,42.843108,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3114","Cayuga","ZONE 14","SHORE",-76.47542,42.759029,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3128","Cayuga","ZONE 28","SHORE",-76.502528,42.823453,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_BEACH_2","Cayuga","CAMP ROTARY","SHORE",-76.49867,42.816624,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_DBP","Cayuga","OWASCO LAKE DBP STUDY","OTHER",-76.516005,42.844476,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3127","Cayuga","ZONE 27","SHORE",-76.509986,42.80482,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_BEACH_1","Cayuga","CAMP COLUMBUS","SHORE",-76.505929,42.858201,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3101","Cayuga","ZONE 1","SHORE",-76.525899,42.895422,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_DH","Cayuga","OWASCO LAKE DEEP HOLE","DEEP HOLE",-76.49902,42.79532,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_BEACH_4","Cayuga","CASOWASCO CAMP & RETREAT CENTER","SHORE",-76.492448,42.783366,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3105","Cayuga","ZONE 5","SHORE",-76.513228,42.86686,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3117","Cayuga","ZONE 17","SHORE",-76.520996,42.824615,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_WIP6","Cayuga","WIP SITE 06","OTHER",-76.537935,42.873124,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_CSL2","Cayuga","OWASCO LAKE CSL2 SOUTH","OTHER",-76.493173,42.79458,"INTERPOLATION-OTHER","NAD100","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3120","Cayuga","ZONE 20","SHORE",-76.530451,42.853862,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3123","Cayuga","ZONE 23","SHORE",-76.542997,42.884482,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3124","Cayuga","ZONE 24","SHORE",-76.533523,42.901179,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_WIP4","Cayuga","WIP SITE 04","OTHER",-76.460394,42.759547,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_CSL1","Cayuga","OWASCO LAKE CSL1 NORTH","OTHER",-76.516,42.8445,"INTERPOLATION-OTHER","NAD99","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3115","Cayuga","ZONE 15","SHORE",-76.484126,42.772158,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3118","Cayuga","ZONE 18","SHORE",-76.523719,42.830633,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3104","Cayuga","ZONE 4","SHORE",-76.512169,42.872033,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_C","Cayuga","CENTROID","CENTROID",-76.528198,42.873798,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_WIP1","Cayuga","WIP SITE 01","OTHER",-76.536849,42.898449,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_BEACH_7","Cayuga","OWASCO YACHT CLUB","SHORE",-76.519527,42.888048,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3121","Cayuga","ZONE 21","SHORE",-76.530971,42.860155,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_3102","Cayuga","ZONE 2","SHORE",-76.519269,42.884399,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_WIP2","Cayuga","WIP SITE 02","OTHER",-76.514723,42.864981,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0706-0009","Owasco Lake",414020113,"Oswego-Seneca-Oneida","aa(t)","pond","IR5_impaired","0706OWA0212","0706OWA0212_BEACH_6","Cayuga","EMERSON PARK BEACH","SHORE",-76.53533,42.9017,"INTERPOLATION-OTHER","NAD83","AA(T)"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3521","Onondaga","ZONE 21","SHORE",-76.415724,42.897768,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3506","Onondaga","ZONE 06","SHORE",-76.367339,42.867637,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3501","Onondaga","ZONE 01","SHORE",-76.414409,42.935513,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3535","Onondaga","SKANEATELES LAKE ZONE 35","SHORE",-76.40156,42.91886,"INTERPOLATION","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3505","Onondaga","ZONE 05","SHORE",-76.379026,42.876174,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3524","Onondaga","ZONE 24","SHORE",-76.427109,42.930209,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3518","Cayuga","ZONE 18","SHORE",-76.328915,42.822475,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3532","Onondaga","SKANEATELES LAKE ZONE 32","SHORE",-76.3258,42.8337,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_C","Onondaga","SKANEATELES LAKE CENTROID","CENTROID",-76.350304,42.8451,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3519","Cayuga","ZONE 19","SHORE",-76.334099,42.825138,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3528","Cayuga","SKANEATELES LAKE ZONE 28","SHORE",-76.2821,42.7807,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_PIER","Onondaga","SKANEATELES LAKE TOWN PIER","SHORE",-76.429258,42.94482,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_DBP","Onondaga","SKANEATELES LAKE DBP STUDY","OTHER",-76.404037,42.893183,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3513","Onondaga","ZONE 13","SHORE",-76.277032,42.792496,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3531","Cayuga","SKANEATELES LAKE ZONE 31","SHORE",-76.3565,42.8388,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_CSL1","Onondaga","SKANEATELES LAKE CSL1 NORTH","OTHER",-76.415406,42.918062,"INTERPOLATION-OTHER","NAD103","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3507","Onondaga","ZONE 07","SHORE",-76.359411,42.861515,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_CSL2","Onondaga","SKANEATELES LAKE CSL2 SOUTH","OTHER",-76.292495,42.801633,"INTERPOLATION-OTHER","NAD104","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3530","Onondaga","SKANEATELES LAKE ZONE 30","SHORE",-76.4264,42.9301,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0196_3504","Onondaga","SKANEATELES LAKE ZONE 04","SHORE",-76.3862,42.8908,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3533","Onondaga","SKANEATELES LAKE ZONE 33","SHORE",-76.4062,42.8756,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3511","Onondaga","ZONE 11","SHORE",-76.339343,42.845382,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_BEACH_2","Onondaga","LOURDES CAMP","SHORE",-76.311234,42.824442,"INTERPOLATION-OTHER","NAD83","AA"
"0707-0004","Skaneateles Lake",414020116,"Oswego-Seneca-Oneida","aa","pond","IR3_needs-verification","0707SKA0193","0707SKA0193_3520","Onondaga","ZONE 20","SHORE",-76.37852,42.851665,"INTERPOLATION-OTHER","NAD83","AA"
